no,dates,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13
314,2010-06-06,ts_kal,work,47,51,44,44,49,51,39,47,39,57,68,-999,-999
315,2010-06-07,ts_kal,home,35,73,56,46,44,45,25,29,75,89,86,49,31
316,2010-06-07,ts_kal,work,28,30,35,36,24,26,53,55,38,37,42,-999,-999
317,2010-06-08,ts_kal,home,29,25,20,12,14,30,32,27,73,90,91,70,64
318,2010-06-08,ts_kal,work,24,21,22,25,23,14,18,23,22,49,76,-999,-999
319,2010-06-09,ts_kal,home,60,70,67,42,54,46,47,57,82,82,85,61,68
320,2010-06-09,ts_kal,work,53,48,35,45,68,65,60,51,57,61,69,-999,-999
321,2010-06-10,ts_kal,home,68,56,56,66,58,63,64,64,113,117,96,88,87
322,2010-06-10,ts_kal,work,75,87,84,113,103,100,68,47,58,67,95,-999,-999
323,2010-06-11,ts_kal,home,81,71,75,79,79,73,62,24,64,66,70,63,77
324,2010-06-11,ts_kal,work,25,28,40,47,36,44,43,39,46,44,49,-999,-999
325,2010-06-12,ts_kal,home,72,44,59,57,41,11,11,12,19,28,34,37,30
326,2010-06-12,ts_kal,work,13,19,18,11,22,24,19,14,17,13,19,-999,-999
327,2010-06-13,ts_kal,home,31,20,30,21,20,12,13,18,46,37,43,39,39
328,2010-06-13,ts_kal,work,12,13,7,19,24,26,20,11,34,40,51,-999,-999
329,2010-06-14,ts_kal,home,34,38,40,52,53,40,11,38,27,20,32,26,24
330,2010-06-14,ts_kal,work,12,34,21,29,27,29,38,49,36,46,30,-999,-999
331,2010-06-15,ts_kal,home,17,15,23,32,29,35,32,27,13,38,38,37,39
332,2010-06-15,ts_kal,work,15,22,23,19,28,35,29,34,48,14,15,-999,-999
333,2010-06-16,ts_kal,home,40,28,19,19,26,27,24,32,72,100,94,85,83
334,2010-06-16,ts_kal,work,33,33,47,47,36,51,62,43,45,72,73,-999,-999
335,2010-06-17,ts_kal,home,80,86,102,117,134,125,158,127,218,229,243,211,209
336,2010-06-17,ts_kal,work,98,97,104,129,151,215,217,176,183,176,193,-999,-999
337,2010-06-18,ts_kal,home,232,249,211,185,158,141,169,172,97,88,73,86,104
338,2010-06-18,ts_kal,work,129,121,134,133,127,116,129,118,112,85,91,-999,-999
339,2010-06-19,ts_kal,home,79,112,160,196,207,226,185,134,69,75,88,74,81
340,2010-06-19,ts_kal,work,91,77,38,63,144,145,82,50,34,41,48,-999,-999
341,2010-06-20,ts_kal,home,83,76,69,39,23,42,48,38,52,56,57,52,65
342,2010-06-20,ts_kal,work,29,34,57,50,35,37,30,44,44,45,46,-999,-999
343,2010-06-21,ts_kal,home,45,51,40,32,29,37,38,42,86,75,75,60,58
344,2010-06-21,ts_kal,work,34,37,38,57,75,38,49,57,49,90,118,-999,-999
345,2010-06-22,ts_kal,home,61,57,51,68,50,46,42,48,58,62,66,69,70
346,2010-06-22,ts_kal,work,45,48,58,52,42,50,50,54,60,71,66,-999,-999
347,2010-06-23,ts_kal,home,63,62,58,55,54,51,66,48,46,51,37,45,51
348,2010-06-23,ts_kal,work,33,26,27,36,37,37,46,51,56,62,45,-999,-999
349,2010-06-24,ts_kal,home,55,58,59,39,52,42,46,44,81,84,92,85,90
350,2010-06-24,ts_kal,work,51,58,50,51,66,52,56,57,104,86,77,-999,-999
351,2010-06-25,ts_kal,home,87,79,64,53,65,65,68,78,64,75,80,67,50
352,2010-06-25,ts_kal,work,79,83,97,78,54,61,57,54,62,71,72,-999,-999
353,2010-06-26,ts_kal,home,42,49,45,51,56,50,53,50,25,29,25,27,19
354,2010-06-26,ts_kal,work,44,39,37,43,40,38,22,22,21,23,24,-999,-999
355,2010-06-27,ts_kal,home,10,11,19,17,5,2,4,8,58,53,53,63,57
356,2010-06-27,ts_kal,work,4,10,3,10,20,7,18,27,23,34,40,-999,-999
357,2010-06-28,ts_kal,home,56,41,53,53,48,46,46,46,61,72,75,89,101
358,2010-06-28,ts_kal,work,57,46,49,51,35,48,66,86,43,79,67,-999,-999
359,2010-06-29,ts_kal,home,95,95,102,101,112,88,87,119,60,60,73,59,56
360,2010-06-29,ts_kal,work,113,74,93,52,41,17,33,39,48,56,48,-999,-999
361,2010-06-30,ts_kal,home,47,48,37,55,43,18,15,18,57,81,86,71,62
362,2010-06-30,ts_kal,work,34,25,41,45,18,32,33,33,48,53,55,-999,-999
363,2010-07-01,ts_kal,home,60,66,59,59,51,48,51,48,67,84,91,75,66
364,2010-07-01,ts_kal,work,51,48,42,57,54,70,71,73,77,74,66,-999,-999
365,2010-07-02,ts_kal,home,62,70,78,76,83,75,54,57,27,20,45,40,28
366,2010-07-02,ts_kal,work,61,85,69,43,29,43,43,50,40,21,36,-999,-999
367,2010-07-03,ts_kal,home,18,19,25,27,36,27,18,28,65,89,106,100,89
368,2010-07-03,ts_kal,work,31,31,38,36,46,47,53,81,80,76,70,-999,-999
369,2010-07-04,ts_kal,home,76,61,43,37,2,6,9,9,36,50,56,55,56
370,2010-07-04,ts_kal,work,9,15,9,8,6,12,8,14,9,28,40,-999,-999
371,2010-07-05,ts_kal,home,39,36,35,44,48,10,16,16,105,146,138,115,100
372,2010-07-05,ts_kal,work,32,38,32,41,45,48,43,30,32,46,74,-999,-999
373,2010-07-06,ts_kal,home,98,75,64,66,79,80,64,93,73,102,95,107,101
374,2010-07-06,ts_kal,work,100,86,81,78,72,70,51,60,58,47,52,-999,-999
375,2010-07-07,ts_kal,home,79,58,66,76,69,66,62,73,45,44,51,53,59
376,2010-07-07,ts_kal,work,76,33,66,56,68,69,48,45,46,65,53,-999,-999
377,2010-07-08,ts_kal,home,60,58,41,38,38,35,37,36,38,40,55,53,43
378,2010-07-08,ts_kal,work,33,39,30,57,48,23,18,39,49,38,30,-999,-999
379,2010-07-09,ts_kal,home,47,50,41,37,40,36,28,29,36,58,54,57,66
380,2010-07-09,ts_kal,work,23,26,22,32,32,35,36,34,41,46,36,-999,-999
381,2010-07-10,ts_kal,home,43,35,28,30,27,43,34,27,50,48,57,50,46
382,2010-07-10,ts_kal,work,37,29,21,31,42,40,30,45,45,43,53,-999,-999
383,2010-07-11,ts_kal,home,49,44,44,40,39,34,36,37,19,20,16,17,13
384,2010-07-11,ts_kal,work,29,35,19,22,13,12,14,9,11,15,8,-999,-999
385,2010-07-12,ts_kal,home,14,13,12,11,15,13,18,16,41,52,67,63,57
386,2010-07-12,ts_kal,work,13,14,10,14,13,24,13,21,24,20,26,-999,-999
387,2010-07-13,ts_kal,home,37,30,34,29,20,11,14,14,31,35,46,33,25
388,2010-07-13,ts_kal,work,10,13,15,17,12,11,10,19,22,71,63,-999,-999
389,2010-07-14,ts_kal,home,23,29,18,27,18,27,28,27,56,72,71,66,71
390,2010-07-14,ts_kal,work,26,31,23,32,39,58,52,45,46,53,53,-999,-999
391,2010-07-15,ts_kal,home,73,90,65,55,39,30,49,44,65,58,70,60,60
392,2010-07-15,ts_kal,work,11,18,41,39,42,50,65,80,85,75,66,-999,-999
393,2010-07-16,ts_kal,home,56,55,65,49,41,41,43,30,11,18,19,11,13
394,2010-07-16,ts_kal,work,27,26,20,45,7,10,5,17,22,14,18,-999,-999
395,2010-07-17,ts_kal,home,8,16,13,9,10,13,12,19,16,18,24,14,20
396,2010-07-17,ts_kal,work,14,18,10,5,5,2,9,7,8,9,12,-999,-999
397,2010-07-18,ts_kal,home,15,14,3,10,11,8,8,9,19,23,26,25,28
398,2010-07-18,ts_kal,work,6,8,7,9,12,5,9,15,21,19,11,-999,-999
399,2010-07-19,ts_kal,home,24,24,25,20,16,17,12,20,26,35,23,29,23
400,2010-07-19,ts_kal,work,18,24,19,27,22,16,14,20,21,20,17,-999,-999
401,2010-07-20,ts_kal,home,24,21,18,21,18,19,7,7,30,56,43,41,33
402,2010-07-20,ts_kal,work,16,12,21,21,19,20,20,38,20,22,29,-999,-999
403,2010-07-21,ts_kal,home,23,24,27,24,14,11,13,12,23,33,23,26,13
404,2010-07-21,ts_kal,work,20,14,21,25,27,19,29,33,34,23,25,-999,-999
405,2010-07-22,ts_kal,home,13,11,11,10,11,9,7,14,15,15,25,18,23
406,2010-07-22,ts_kal,work,14,14,12,9,14,10,16,15,19,25,18,-999,-999
407,2010-07-23,ts_kal,home,17,15,16,10,5,3,11,14,25,30,45,39,35
408,2010-07-23,ts_kal,work,2,6,4,8,14,14,10,12,13,22,25,-999,-999
409,2010-07-24,ts_kal,home,34,28,29,24,20,19,14,23,78,75,72,55,31
410,2010-07-24,ts_kal,work,41,60,63,58,35,53,54,54,51,63,85,-999,-999
411,2010-07-25,ts_kal,home,32,28,26,17,10,15,13,4,11,31,27,22,24
412,2010-07-25,ts_kal,work,6,2,6,16,30,13,6,21,9,19,4,-999,-999
413,2010-07-26,ts_kal,home,17,20,13,12,18,15,11,12,23,25,29,32,22
414,2010-07-26,ts_kal,work,10,6,12,10,9,11,9,9,13,13,21,-999,-999
415,2010-07-27,ts_kal,home,19,26,27,22,25,26,19,16,22,23,36,28,24
416,2010-07-27,ts_kal,work,19,18,20,18,28,13,27,26,24,17,9,-999,-999
417,2010-07-28,ts_kal,home,18,20,23,22,19,22,30,11,14,12,24,17,15
418,2010-07-28,ts_kal,work,13,11,12,19,15,17,21,12,13,17,16,-999,-999
419,2010-07-29,ts_kal,home,13,14,16,27,11,19,29,28,25,29,32,44,49
420,2010-07-29,ts_kal,work,13,8,12,24,29,25,22,17,20,27,23,-999,-999
421,2010-07-30,ts_kal,home,43,41,20,34,20,24,30,26,37,35,46,58,45
422,2010-07-30,ts_kal,work,26,31,33,22,30,22,36,38,49,35,34,-999,-999
423,2010-07-31,ts_kal,home,50,35,25,16,21,25,32,33,50,57,51,42,39
424,2010-07-31,ts_kal,work,40,48,60,69,87,83,74,60,42,63,56,-999,-999
425,2010-08-01,ts_kal,home,36,30,37,43,52,62,60,70,46,51,53,55,42
426,2010-08-01,ts_kal,work,59,43,42,42,45,46,39,52,62,63,59,-999,-999
427,2010-08-02,ts_kal,home,40,60,54,38,17,30,36,34,46,36,46,43,47
428,2010-08-02,ts_kal,work,18,61,58,64,71,31,39,42,58,51,44,-999,-999
429,2010-08-03,ts_kal,home,43,41,39,39,38,39,36,42,38,53,57,61,56
430,2010-08-03,ts_kal,work,27,31,47,50,30,23,38,37,43,54,44,-999,-999
431,2010-08-04,ts_kal,home,54,46,50,50,45,44,47,60,48,66,90,79,73
432,2010-08-04,ts_kal,work,99,67,59,39,41,59,90,113,70,70,78,-999,-999
433,2010-08-05,ts_kal,home,76,63,53,51,45,47,40,35,39,40,48,29,30
434,2010-08-05,ts_kal,work,31,30,26,24,29,27,36,60,29,50,53,-999,-999
435,2010-08-06,ts_kal,home,25,23,23,19,10,13,13,18,15,25,39,44,25
436,2010-08-06,ts_kal,work,17,38,3,7,11,13,11,10,18,18,16,-999,-999
437,2010-08-07,ts_kal,home,14,17,31,13,2,7,6,5,42,41,50,39,35
438,2010-08-07,ts_kal,work,16,12,41,50,36,7,8,13,20,22,30,-999,-999
439,2010-08-08,ts_kal,home,41,34,39,35,33,29,25,19,34,31,30,29,27
440,2010-08-08,ts_kal,work,18,4,16,22,16,20,23,25,29,33,31,-999,-999
441,2010-08-09,ts_kal,home,33,32,37,35,33,33,32,35,34,27,24,23,19
442,2010-08-09,ts_kal,work,32,29,29,27,21,30,30,31,33,29,37,-999,-999
443,2010-08-10,ts_kal,home,21,22,34,45,48,47,35,37,9,11,12,18,15
444,2010-08-10,ts_kal,work,39,30,10,2,5,8,19,19,26,28,16,-999,-999
445,2010-08-11,ts_kal,home,12,12,12,11,10,13,14,21,23,39,40,34,29
446,2010-08-11,ts_kal,work,19,11,11,13,18,14,12,18,20,15,19,-999,-999
447,2010-08-12,ts_kal,home,33,25,39,46,45,49,46,41,48,69,49,50,49
448,2010-08-12,ts_kal,work,42,49,57,50,46,24,40,41,40,46,48,-999,-999
449,2010-08-13,ts_kal,home,46,32,25,17,14,23,20,39,91,115,110,93,79
450,2010-08-13,ts_kal,work,28,32,42,52,46,40,48,54,69,67,79,-999,-999
451,2010-08-14,ts_kal,home,69,78,71,96,71,46,77,71,49,65,68,55,61
452,2010-08-14,ts_kal,work,98,114,108,28,42,48,49,6,18,35,36,-999,-999
453,2010-08-15,ts_kal,home,78,75,83,30,3,18,50,41,65,70,79,78,69
454,2010-08-15,ts_kal,work,11,18,11,17,17,33,32,51,39,28,44,-999,-999
455,2010-08-16,ts_kal,home,66,69,70,70,67,70,77,79,49,58,62,61,60
456,2010-08-16,ts_kal,work,83,91,106,85,55,35,48,60,54,63,49,-999,-999
457,2010-08-17,ts_kal,home,55,46,41,43,46,47,55,51,77,82,74,71,58
458,2010-08-17,ts_kal,work,53,47,44,47,47,48,48,42,50,54,84,-999,-999
459,2010-08-18,ts_kal,home,44,64,74,52,43,32,22,22,19,42,51,37,27
460,2010-08-18,ts_kal,work,28,23,11,15,21,9,15,27,24,50,23,-999,-999
461,2010-08-19,ts_kal,home,38,38,33,28,30,30,27,23,37,35,30,22,14
462,2010-08-19,ts_kal,work,9,4,6,21,19,17,24,33,30,38,52,-999,-999
463,2010-08-20,ts_kal,home,25,40,16,18,19,20,24,28,53,59,53,55,40
464,2010-08-20,ts_kal,work,19,3,22,25,24,38,38,37,43,30,40,-999,-999
465,2010-08-21,ts_kal,home,35,40,32,29,37,30,17,18,48,57,51,51,46
466,2010-08-21,ts_kal,work,15,15,24,25,28,24,31,26,29,23,32,-999,-999
467,2010-08-22,ts_kal,home,48,44,28,34,31,32,34,31,39,42,31,30,21
468,2010-08-22,ts_kal,work,16,21,18,26,28,20,31,25,27,28,30,-999,-999
469,2010-08-23,ts_kal,home,28,28,25,26,24,24,17,16,28,37,26,22,14
470,2010-08-23,ts_kal,work,9,7,8,35,14,4,39,2,23,26,31,-999,-999
471,2010-08-24,ts_kal,home,7,3,5,6,10,8,15,20,16,14,20,20,15
472,2010-08-24,ts_kal,work,8,12,23,14,16,29,8,16,21,20,16,-999,-999
473,2010-08-25,ts_kal,home,13,16,11,22,21,6,17,16,10,14,20,19,15
474,2010-08-25,ts_kal,work,14,10,11,9,6,6,9,7,7,13,12,-999,-999
475,2010-08-26,ts_kal,home,11,13,12,14,15,17,16,23,29,46,38,31,30
476,2010-08-26,ts_kal,work,25,26,22,26,29,17,26,27,19,25,24,-999,-999
477,2010-08-27,ts_kal,home,24,19,18,16,22,19,23,24,50,22,45,62,42
478,2010-08-27,ts_kal,work,25,17,17,21,29,30,44,20,28,50,12,-999,-999
479,2010-08-28,ts_kal,home,34,21,42,24,28,31,30,25,20,31,47,41,14
480,2010-08-28,ts_kal,work,27,23,20,22,14,10,19,21,7,24,22,-999,-999
481,2010-08-29,ts_kal,home,7,14,16,9,6,15,4,3,22,25,30,27,31
482,2010-08-29,ts_kal,work,1,6,3,3,4,9,7,30,19,27,20,-999,-999
483,2010-08-30,ts_kal,home,28,21,22,16,15,20,20,14,29,42,34,34,34
484,2010-08-30,ts_kal,work,4,15,13,29,29,26,19,20,24,26,39,-999,-999
485,2010-08-31,ts_kal,home,31,37,28,35,29,29,33,41,40,45,47,32,22
486,2010-08-31,ts_kal,work,39,22,37,57,39,49,47,17,36,46,39,-999,-999
487,2010-09-01,ts_kal,home,12,11,3,12,6,5,14,11,32,28,25,30,27
488,2010-09-01,ts_kal,work,11,13,14,16,13,16,42,43,34,24,28,-999,-999
489,2010-09-02,ts_kal,home,21,13,16,9,10,8,19,28,28,38,36,31,23
490,2010-09-02,ts_kal,work,10,12,11,21,15,16,14,45,23,16,17,-999,-999
491,2010-09-03,ts_kal,home,20,19,17,21,19,21,28,20,31,41,35,24,23
492,2010-09-03,ts_kal,work,27,23,30,22,23,4,12,26,8,16,24,-999,-999
493,2010-09-04,ts_kal,home,22,23,23,22,24,21,30,22,55,55,42,35,27
494,2010-09-04,ts_kal,work,15,8,18,36,24,24,34,35,31,29,44,-999,-999
495,2010-09-05,ts_kal,home,26,26,24,20,20,23,29,31,15,28,15,15,7
496,2010-09-05,ts_kal,work,24,24,23,26,22,42,66,27,11,7,14,-999,-999
497,2010-09-06,ts_kal,home,10,10,5,11,13,8,10,14,22,19,19,15,12
498,2010-09-06,ts_kal,work,14,19,9,9,11,7,4,5,13,26,20,-999,-999
499,2010-09-07,ts_kal,home,13,6,11,12,11,14,12,6,40,33,34,28,27
500,2010-09-07,ts_kal,work,12,11,13,14,15,16,20,15,17,23,40,-999,-999
501,2010-09-08,ts_kal,home,28,35,28,19,15,11,17,13,33,37,31,31,23
502,2010-09-08,ts_kal,work,19,22,25,29,29,27,31,29,31,32,34,-999,-999
503,2010-09-09,ts_kal,home,19,24,26,30,22,16,16,16,34,32,27,20,28
504,2010-09-09,ts_kal,work,21,24,29,28,30,37,31,25,18,17,31,-999,-999
505,2010-09-10,ts_kal,home,24,21,21,9,13,11,11,14,6,20,20,26,10
506,2010-09-10,ts_kal,work,14,14,14,8,16,16,25,12,16,15,14,-999,-999
507,2010-09-11,ts_kal,home,6,10,6,5,3,1,3,7,27,37,32,20,21
508,2010-09-11,ts_kal,work,4,8,6,6,8,14,19,25,25,20,12,-999,-999
509,2010-09-12,ts_kal,home,23,19,10,12,4,3,4,6,37,54,55,72,65
510,2010-09-12,ts_kal,work,2,7,9,14,10,5,4,3,5,23,40,-999,-999
511,2010-09-13,ts_kal,home,47,36,29,27,27,22,29,35,100,110,130,116,98
512,2010-09-13,ts_kal,work,36,31,32,31,41,62,64,75,55,81,90,-999,-999
513,2010-09-14,ts_kal,home,87,78,71,63,59,75,84,91,56,63,58,55,50
514,2010-09-14,ts_kal,work,114,83,59,44,34,41,45,50,42,33,39,-999,-999
515,2010-09-15,ts_kal,home,52,43,29,30,28,25,19,14,54,47,73,74,63
516,2010-09-15,ts_kal,work,20,18,18,17,18,15,14,18,21,27,48,-999,-999
517,2010-09-16,ts_kal,home,60,51,42,37,33,26,29,36,51,63,58,65,72
518,2010-09-16,ts_kal,work,24,30,25,27,30,15,26,22,30,46,51,-999,-999
519,2010-09-17,ts_kal,home,63,63,52,45,48,44,45,48,53,50,57,63,60
520,2010-09-17,ts_kal,work,61,65,47,35,35,35,39,35,37,48,44,-999,-999
521,2010-09-18,ts_kal,home,60,61,53,53,45,45,45,37,58,62,51,52,44
522,2010-09-18,ts_kal,work,50,51,26,27,31,36,46,34,28,32,48,-999,-999
523,2010-09-19,ts_kal,home,50,40,46,53,48,48,14,31,20,30,38,34,34
524,2010-09-19,ts_kal,work,37,34,29,43,34,48,16,11,25,18,34,-999,-999
525,2010-09-20,ts_kal,home,31,30,31,20,14,7,9,5,32,55,64,65,53
526,2010-09-20,ts_kal,work,13,20,15,21,15,14,22,29,22,25,25,-999,-999
527,2010-09-21,ts_kal,home,41,15,26,31,22,28,26,29,15,10,58,5,4
528,2010-09-21,ts_kal,work,37,23,36,31,11,4,2,2,6,11,11,-999,-999
529,2010-09-22,ts_kal,home,2,7,8,14,6,9,10,5,14,12,17,19,21
530,2010-09-22,ts_kal,work,8,8,5,6,6,9,4,8,7,12,11,-999,-999
531,2010-09-23,ts_kal,home,21,13,15,20,21,23,22,11,30,40,42,42,33
532,2010-09-23,ts_kal,work,9,8,6,8,4,5,3,11,4,7,19,-999,-999
533,2010-09-24,ts_kal,home,35,37,38,35,26,22,21,22,29,38,62,58,45
534,2010-09-24,ts_kal,work,20,19,18,19,19,12,15,8,16,22,31,-999,-999
535,2010-09-25,ts_kal,home,24,18,23,18,19,15,24,19,34,52,57,39,47
536,2010-09-25,ts_kal,work,12,14,7,12,13,10,17,17,16,14,29,-999,-999
537,2010-09-26,ts_kal,home,46,29,27,23,20,18,18,19,40,41,49,45,45
538,2010-09-26,ts_kal,work,13,14,16,10,14,11,11,10,11,23,31,-999,-999
539,2010-09-27,ts_kal,home,45,32,34,32,30,28,25,33,28,47,33,31,38
540,2010-09-27,ts_kal,work,27,23,18,19,19,15,18,20,23,23,28,-999,-999
541,2010-09-28,ts_kal,home,83,91,78,81,54,38,38,34,34,36,38,37,43
542,2010-09-28,ts_kal,work,26,27,25,28,23,19,15,19,22,25,34,-999,-999
543,2010-09-29,ts_kal,home,34,36,36,29,27,32,33,29,44,46,63,68,58
544,2010-09-29,ts_kal,work,32,30,34,42,36,36,45,38,33,39,40,-999,-999
545,2010-09-30,ts_kal,home,55,47,49,46,46,45,45,38,55,69,53,61,64
546,2010-09-30,ts_kal,work,38,43,36,34,30,36,29,30,27,42,43,-999,-999
547,2010-10-01,ts_kal,home,64,53,53,52,51,47,45,36,56,59,70,58,58
548,2010-10-01,ts_kal,work,35,38,42,50,34,35,37,39,42,47,63,-999,-999
549,2010-10-02,ts_kal,home,49,41,28,35,30,27,22,27,26,26,35,26,19
550,2010-10-02,ts_kal,work,20,31,27,25,32,48,33,38,27,37,27,-999,-999
551,2010-10-03,ts_kal,home,14,10,13,4,12,8,13,11,18,25,33,32,32
552,2010-10-03,ts_kal,work,11,15,13,23,39,27,33,22,26,41,28,-999,-999
553,2010-10-04,ts_kal,home,29,26,17,15,10,8,10,10,28,27,34,29,34
554,2010-10-04,ts_kal,work,7,7,20,10,17,16,19,19,15,19,22,-999,-999
555,2010-10-05,ts_kal,home,30,33,31,30,26,24,24,26,46,62,63,58,60
556,2010-10-05,ts_kal,work,21,19,20,20,18,19,40,44,24,37,54,-999,-999
557,2010-10-06,ts_kal,home,53,45,45,40,38,40,40,41,81,103,106,84,79
558,2010-10-06,ts_kal,work,35,42,35,45,39,27,40,40,44,71,87,-999,-999
559,2010-10-07,ts_kal,home,64,52,53,55,56,43,40,39,55,70,75,59,68
560,2010-10-07,ts_kal,work,34,38,32,27,25,22,17,32,40,80,72,-999,-999
561,2010-10-08,ts_kal,home,69,61,47,39,30,27,28,23,33,46,47,37,26
562,2010-10-08,ts_kal,work,26,14,22,21,26,14,19,21,21,19,29,-999,-999
563,2010-10-09,ts_kal,home,15,13,14,5,6,14,14,16,32,32,48,62,66
564,2010-10-09,ts_kal,work,10,11,9,8,11,14,12,17,17,22,27,-999,-999
565,2010-10-10,ts_kal,home,48,48,45,47,59,53,47,50,63,73,69,57,51
566,2010-10-10,ts_kal,work,31,36,32,45,44,47,44,48,52,66,63,-999,-999
567,2010-10-11,ts_kal,home,51,43,35,46,43,39,47,48,99,126,135,105,86
568,2010-10-11,ts_kal,work,54,58,61,58,54,57,82,110,103,111,96,-999,-999
569,2010-10-12,ts_kal,home,64,64,47,36,32,31,34,28,50,52,48,52,58
570,2010-10-12,ts_kal,work,48,65,60,46,51,62,45,49,38,39,38,-999,-999
571,2010-10-13,ts_kal,home,37,30,25,24,29,37,43,36,80,42,58,76,69
572,2010-10-13,ts_kal,work,47,46,43,48,51,53,58,54,58,65,91,-999,-999
573,2010-10-14,ts_kal,home,66,61,38,37,35,40,41,49,57,69,65,64,58
574,2010-10-14,ts_kal,work,47,55,44,24,25,30,30,44,36,35,55,-999,-999
575,2010-10-15,ts_kal,home,51,40,39,29,27,26,22,25,37,49,51,41,34
576,2010-10-15,ts_kal,work,27,25,20,22,25,21,26,33,30,25,32,-999,-999
577,2010-10-16,ts_kal,home,37,43,45,43,40,35,35,37,85,96,106,100,71
578,2010-10-16,ts_kal,work,42,42,47,42,39,48,53,45,52,63,66,-999,-999
579,2010-10-17,ts_kal,home,41,40,39,38,42,77,86,75,46,64,56,55,67
580,2010-10-17,ts_kal,work,69,75,81,89,69,62,42,47,44,45,49,-999,-999
581,2010-10-18,ts_kal,home,57,55,51,47,45,40,36,46,108,112,111,105,100
582,2010-10-18,ts_kal,work,46,54,47,44,52,56,55,63,78,88,87,-999,-999
583,2010-10-19,ts_kal,home,90,75,68,60,50,48,43,39,101,109,128,117,102
584,2010-10-19,ts_kal,work,40,54,66,74,72,66,73,81,101,96,100,-999,-999
585,2010-10-20,ts_kal,home,96,91,85,82,87,83,79,109,62,60,61,71,77
586,2010-10-20,ts_kal,work,107,104,96,93,89,107,156,121,124,91,83,-999,-999
587,2010-10-21,ts_kal,home,70,62,59,58,53,51,54,65,52,22,15,19,27
588,2010-10-21,ts_kal,work,61,71,60,53,60,57,63,64,63,63,91,-999,-999
589,2010-10-22,ts_kal,home,16,16,9,13,14,10,12,16,38,59,84,70,66
590,2010-10-22,ts_kal,work,19,17,13,25,46,22,24,29,34,38,48,-999,-999
591,2010-10-23,ts_kal,home,51,47,36,22,19,18,24,30,44,51,56,49,52
592,2010-10-23,ts_kal,work,35,33,25,22,19,19,17,29,27,26,39,-999,-999
593,2010-10-24,ts_kal,home,63,48,40,45,30,32,28,33,58,72,77,78,72
594,2010-10-24,ts_kal,work,25,30,25,29,32,19,19,22,34,43,57,-999,-999
595,2010-10-25,ts_kal,home,79,108,113,101,79,50,32,25,51,47,38,46,39
596,2010-10-25,ts_kal,work,26,33,31,35,47,52,53,53,69,76,63,-999,-999
597,2010-10-26,ts_kal,home,44,34,23,26,31,31,41,36,39,39,40,35,33
598,2010-10-26,ts_kal,work,39,36,44,39,34,36,36,39,33,43,43,-999,-999
599,2010-10-27,ts_kal,home,35,31,33,35,35,35,34,38,41,41,38,35,30
600,2010-10-27,ts_kal,work,30,32,33,32,29,23,26,25,26,28,42,-999,-999
601,2010-10-28,ts_kal,home,35,30,29,37,27,32,34,41,54,78,80,86,72
602,2010-10-28,ts_kal,work,39,41,34,41,52,45,49,55,46,50,49,-999,-999
603,2010-10-29,ts_kal,home,72,73,61,54,51,55,54,57,54,85,106,95,75
604,2010-10-29,ts_kal,work,61,60,48,45,42,45,33,23,57,58,51,-999,-999
605,2010-10-30,ts_kal,home,77,62,56,54,46,46,43,39,71,81,91,71,75
606,2010-10-30,ts_kal,work,49,43,47,40,23,19,23,33,26,35,62,-999,-999
607,2010-10-31,ts_kal,home,64,64,46,34,26,24,23,23,35,34,42,54,53
608,2010-10-31,ts_kal,work,22,25,25,20,18,17,16,28,20,27,37,-999,-999
609,2010-11-01,ts_kal,home,58,55,59,66,52,55,57,57,64,77,88,88,64
610,2010-11-01,ts_kal,work,61,55,56,61,47,47,59,73,80,83,74,-999,-999
611,2010-11-02,ts_kal,home,51,48,50,44,40,36,32,33,36,37,36,30,31
612,2010-11-02,ts_kal,work,37,39,43,51,48,43,40,44,54,57,46,-999,-999
613,2010-11-03,ts_kal,home,32,29,33,33,34,34,31,42,61,72,65,53,52
614,2010-11-03,ts_kal,work,43,34,41,39,40,47,53,42,49,53,48,-999,-999
615,2010-11-04,ts_kal,home,56,51,57,55,58,51,50,66,113,132,146,126,128
616,2010-11-04,ts_kal,work,55,53,56,65,77,108,112,112,112,115,113,-999,-999
617,2010-11-05,ts_kal,home,109,106,101,93,95,115,120,108,218,235,229,193,185
618,2010-11-05,ts_kal,work,115,118,121,130,143,195,183,160,162,157,169,-999,-999
619,2010-11-06,ts_kal,home,181,186,201,192,185,176,202,225,231,79,270,243,220
620,2010-11-06,ts_kal,work,220,213,210,235,228,200,206,222,257,225,219,-999,-999
621,2010-11-07,ts_kal,home,230,224,180,157,164,186,208,184,167,175,168,145,145
622,2010-11-07,ts_kal,work,153,147,148,186,182,167,169,150,176,208,181,-999,-999
623,2010-11-08,ts_kal,home,117,66,28,27,50,44,28,25,25,15,16,17,21
624,2010-11-08,ts_kal,work,22,34,33,36,32,24,27,25,33,21,20,-999,-999
625,2010-11-09,ts_kal,home,15,19,17,15,21,16,20,22,23,26,24,24,18
626,2010-11-09,ts_kal,work,13,14,22,24,20,20,28,35,34,34,22,-999,-999
627,2010-11-10,ts_kal,home,20,13,18,15,16,15,12,14,55,54,73,65,58
628,2010-11-10,ts_kal,work,16,23,20,26,28,34,43,40,56,43,54,-999,-999
629,2010-11-11,ts_kal,home,54,55,47,38,34,33,40,36,338,543,687,914,1318
630,2010-11-11,ts_kal,work,37,44,44,62,69,77,75,107,128,93,154,-999,-999
